patch_url,download_link,mission_name,description
https://www.nasa.gov/image-detail/amf-8892171/,https://images-assets.nasa.gov/image/8892171/8892171~large.jpg?w=1920&h=1866&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The patch depicts the Space Shuttle lifting off against the multi-colored backdrop of a rainbow, symbolizing the triumphal return to flight of our nation's manned space program. The design also commemorates the memory of the crew of Challenger mission STS-51-L, represented by the seven stars. The names of the flight crewmembers of STS-27 are located along the border of the patch."
https://www.nasa.gov/image-detail/amf-s89-20025/,https://images-assets.nasa.gov/image/S89-20025/S89-20025~large.jpg?w=1548&h=1919&fit=clip&crop=faces%2Cfocalpoint,STS-30 ATLANTIS – ORBITER VEHICLE (OV)-104 – CREW INSIGNIA,"S89-20025 (3 March 1989) --- The STS-30 patch depicts the joining of NASA's manned and unmanned space programs. The sun and inner planets of our solar system are shown with the curve connecting Earth and Venus symbolizing the shuttle orbit, the spacecraft trajectory toward Venus and its subsequent orbit around our sister planet. A Spanish caravel similar to the ship on the official Magellan program logo commemorates the 16th century explorer's journey and his legacy of adventure and discovery. Seven stars on the patch honor the crew of Challenger. The five-star cluster in the shape of the constellation Cassiopeia represent the five STS-30 crew members--astronauts David M. Walker, Ronald J. Grabe, Norman E. Thagard, Mary L. Cleave and Mark C. Lee-who collectively designed the patch.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-8901920/,https://images-assets.nasa.gov/image/8901920/8901920~large.jpg?w=1920&h=1866&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-29 patch was designed to capture and represent the energy and dynamic nature of this nation's space program as America continues to look to the future. The folded ribbon border, the first of its kind in the Shuttle patch series, gives a sense of three dimensional depth to the emblem. The stylistic orbital maneuvering system (ONS) burn symbolizes the powerful forward momentum of the Shuttle and a continuing determination to explore the frontiers of space. The colors of the U.S. flag are represented in the patch's basic red, white, and blue background. In the border, the seven stars between the STS-29 crew names are a tribute to the crew of Challenger."
https://www.nasa.gov/image-detail/amf-8906284/,https://images-assets.nasa.gov/image/8906284/8906284~large.jpg?w=1920&h=1889&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-28 insignia was designed by the astronaut crew, who said it portrays the pride the American people have in their manned spaceflight program. It depicts America (the eagle) guiding the space program (the Space Shuttle) safely home from an orbital mission. The view looks south on Baja California and the west coast of the United States as the space travelers re-enter the atmosphere. The hypersonic contrails created by the eagle and Shuttle represent the American flag. The crew called the simple boldness of the design symbolic of America's unfaltering commitment to leadership in the exploration and development of space."
https://www.nasa.gov/image-detail/amf-s89-20077/,https://images-assets.nasa.gov/image/S89-20077/S89-20077~large.jpg?w=1717&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-34 ATLANTIS – ORBITER VEHICLE (OV)-104 – CREW INSIGNIA,"S89-20077 (17 July 1989) --- The triangular shape of the STS-34 crew patch represents forward motion and the entering into new frontiers of science, engineering and technology. The Galileo spacecraft overlaying the orbiter symbolizes the joining together of both manned and unmanned space programs in order to maximize the capabilities of each. The crew members, who designed the patch, use a sunrise stretching across Earth's horizon to depict expansion of our knowledge of the solar system and other worlds, leading to a better understanding of our own planet. In the distance, Jupiter, a unique world with many unknowns, awaits the arrival of Galileo to help unlock its secrets. Meanwhile, the space shuttle remains in Earth orbit, continuing to explore the near-Earth environment.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s89-39195/,https://images-assets.nasa.gov/image/S89-39195/S89-39195~large.jpg?w=1920&h=1736&fit=clip&crop=faces%2Cfocalpoint,"STS-33 Discovery, Orbiter Vehicle (OV) 103, crew insignia","S89-39195 (July 1989) --- This is the crew patch for STS-33, designed by the five crew members. It features a stylized falcon soaring into space to represent America's commitment to manned spaceflight. The crew members feel the falcon symbolizes courage, intelligence, tenacity, and love of flight. They intend the orbit around Earth to represent the falcon's lofty domain; however, the bird, with its keen vision and natural curiosity, is depicted looking forward beyond that domain to challenge the edge of the universe. The bold red feathers of the wings drawn from the American flag overlaying the random field of stars illustrate the determination to expand the boundaries of knowledge by American presence in space. The single gold star on a field of blue honors the memory of the late Rear Admiral S. David Griggs, originally assigned to this crew.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s89-44076/,https://images-assets.nasa.gov/image/S89-44076/S89-44076~large.jpg?w=1920&h=1862&fit=clip&crop=faces%2Cfocalpoint,"STS-32 Columbia, Orbiter Vehicle (OV) 102, crew insignia","S89-44076 (November 1989) --- The STS-32 patch, designed by the five crew members for the scheduled December 1989 space mission, depicts the space shuttle orbiter rendezvousing with the Long Duration Exposure Facility (LDEF) satellite from above. The Syncom satellite is successfully deployed and on its way to geosynchronous orbit.  Five stars have been arranged so that three are one side of the orbiter and two on the other to form the number 32. The seven major rays of the sun are in remembrance of the crew members for STS51-L. In preparation for the first Extended Duration Orbiter (EDO) missions, STS-32 will conduct a number of medical and middeck scientific experiments. The caduceus on the left represents the medical experiments, and the crystalline structure on the right represents the materials science. The crew is comprised of astronauts Daniel C. Brandenstein, James D. Wetherbee, Bonnie J. Dunbar, Marsha S. Ivins and G. David Low.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s89-20157/,https://images-assets.nasa.gov/image/S89-20157/S89-20157~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-36 – OFFICIAL CREW INSIGNIA,"S89-20157 (November 1989) --- The dominant theme of the STS-36 patch, designed by the five astronaut crew members, is, in their words ""...the essential role that space plays in preserving the blessings of freedom and liberty for America.""  The crew used the eagle to symbolize ""our country's commitment to strength and vigilance; its domain is not bound by the limits of Earth but reaches out to the stars."" ""The Shuttle,"" they express, ""majestically beginning its journey into orbit, demonstrates how man and machine work together for the security of our nation."" A crew spokesman went on to say the flag represents the patriotism and love for America possessed by each member of the five-man crew and signifies the honor accorded them through participation in national defense.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-8915493/,https://images-assets.nasa.gov/image/8915493/8915493~large.jpg?w=1920&h=1265&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The mission insignia for NASA's STS-31 mission features the Hubble Space Telescope (HST) in its observing configuration against a background of the universe it will study. The cosmos includes a stylistic depiction of galaxies in recognition of the contribution made by Sir Edwin Hubble to our understanding of the nature of galaxies and the expansion of the universe. The STS-31 crew points out that is it in honor of Hubble's work that this great observatory in space bears his name. The depicted Space Shuttle trails a spectrum symbolic of both the red shift observations that were so important to Hubble's work and new information which will be obtained with the HST. Encircling the art work, designed by the crew, are the names of its members."
https://www.nasa.gov/image-detail/amf-9015176/,https://images-assets.nasa.gov/image/9015176/9015176~large.jpg?w=1920&h=1896&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-41 crew patch, designed by the five astronaut crewmembers, depicts the Space Shuttle orbiting Earth after deployment of its primary payload -- the Ulysses satellite. The orbiter is shown passing over the southeastern United States, representative of its 28-degree inclination orbit. Ulysses, the Solar Exploration Satellite, as the fastest man-made object in the universe, traveling at 30 miles per second (over 100,000 mph) is represented by the streaking silver teardrop passing over the sun. Ulysses' path is depicted by the bright red spiral originating from the Shuttle cargo bay. The three-legged trajectory, extending out the payload bay, is symbolic of the astronaut logo and is in honor of those who have given their lives in the conquest of space. The five stars, four gold and one silver, represent STS-41 and each of its crewmembers."
https://www.nasa.gov/image-detail/amf-s38-s-001/,https://images-assets.nasa.gov/image/S38-S-001/S38-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-38 Atlantis, Orbiter Vehicle (OV) 104, crew insignia","STS038-S-001 (May 1990) --- The STS-38 patch was designed to represent and pay tribute to all the men and women who contribute to the Space Shuttle Program. The top orbiter, with the stylistic Orbital Maneuvering System burn, symbolizes the continuing dynamic nature of the Space Shuttle Program. The bottom orbiter, a black and white mirror image, acknowledges the thousands of unheralded individuals who work behind the scenes in support of America's Space Shuttle Program. This mirror image symbolizes the importance of their contributions.                 The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-9006552/,https://images-assets.nasa.gov/image/9006552/9006552~large.jpg?w=1920&h=1892&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"Designed by the crewmembers assigned to the mission, the STS-35 crew patch symbolizes the Space Shuttle flying above Earth's atmosphere to better study the many celestial objects of the universe, represented by the constellation Orion."
https://www.nasa.gov/image-detail/amf-s37-s-001/,https://images-assets.nasa.gov/image/S37-S-001/S37-S-001~large.jpg?w=1920&h=1592&fit=clip&crop=faces%2Cfocalpoint,"STS-37 Atlantis, Orbiter Vehicle (OV) 104, crew insignia","STS037-S-001 (May 1990) --- The principal theme of the STS-37 patch, designed by the astronaut crew members, is the mission's primary payload ? Gamma Ray Observatory (GRO) ? and its relationship to the space shuttle. The shuttle and the GPO are both depicted on the patch and are connected by a large gamma. The gamma symbolizes both the quest for gamma rays by the GRO as well as the importance of the relationship between the manned and unmanned elements of the United States space program. The Earth background shows the southern portion of the United States under a partial cloud cover while the two fields of three and seven stars, respectively, refer to the STS-37 mission designation.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-sts039-s-001/,https://images-assets.nasa.gov/image/STS039-S-001/STS039-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-39 Discovery, Orbiter Vehicle (OV) 103, crew insignia","STS039-S-001 (October 1990) --- The arrowhead shape of the STS-39 crew patch represents a skyward aim to learn more about our planet's atmosphere and space environment in support of the Department of Defense. Our national symbol is represented by the star constellation Aguila (the eagle) as its brightest star, Altair, lifts a protective canopy above Earth. The space shuttle encircles the spectrum which represents x-ray, ultraviolet, visible and infrared electromagnetic radiation to be measured by a variety of scientific instruments. Experiments will be operated within the payload bay and aboard a free-flying satellite which will be deployed and retrieved during the mission. The patch was designed by the STS-39 crew.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which we do not anticipate, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s40-s-001/,https://images-assets.nasa.gov/image/S40-S-001/S40-S-001~large.jpg?w=1920&h=1517&fit=clip&crop=faces%2Cfocalpoint,"STS-40 Columbia, Orbiter Vehicle (OV) 102, crew insignia","STS40-S-001 (May 1990) --- The STS-40 patch makes a contemporary statement focusing on human beings living and working in space. Against a background of the universe, seven silver stars, interspersed about the Orbital path of the space shuttle Columbia, represent the seven crew members. The orbiter's flight path forms a double-helix, designed to represent the DNA molecule common to all living creatures. In the words of a crew spokesman, ""...(the helix) affirms the ceaseless expansion of human life and American involvement in space while simultaneously emphasizing the medical and biological studies to which this flight is dedicated."" Above Columbia, the phrase ""Spacelab Life Sciences 1"" defines both the shuttle mission and its payload. Leonardo Da Vinci's Vitruvian man, silhouetted against the blue darkness of the heavens, is in the upper center portion of the patch. With one foot on Earth and arms extended to touch shuttle's orbit, the crew feels, he serves as a powerful embodiment of the extension of human inquiry from the boundaries of Earth to the limitless laboratory of space. Sturdily poised amid the stars, he serves to link scentists on Earth to the scientists in space asserting the harmony of efforts which produce meaningful scientific spaceflight missions. A brilliant red and yellow Earth limb (center) links Earth to space as it radiates from a native American symbol for the sun. At the frontier of space, the traditional symbol for the sun vividly links America's past to America's future, the crew states. Beneath the orbiting space shuttle, darkness of night rests peacefully over the United States. Drawn by artist Sean Collins, the STS-40 space shuttle patch was designed by the crew members for the flight.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s43-s-001/,https://images-assets.nasa.gov/image/S43-S-001/S43-S-001~large.jpg?w=1709&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-43 Atlantis, Orbiter Vehicle (OV) 104, crew insignia","STS043-S-001 (6 Feb. 1991) --- Designed by the astronauts assigned to fly on the mission, the STS-43 patch portrays the evolution and continuity of the United States of America's space program by highlighting 30 years of American manned space flight experience - from Mercury to the space shuttle. The emergence of the space shuttle Atlantis from the outlined configuration of the Mercury space capsule commemorates this special relationship. The energy and momentum of launch are conveyed by the gradations of blue which mark the space shuttle's ascent from Earth to space.  Once in Earth orbit, Atlantis' cargo bay opens to reveal the Tracking and Data Relay Satellite (TDRS) which appears in gold emphasis against the white wings of the space shuttle Atlantis and the stark blackness of space. A primary mission objective, the Tracking and Data Relay Satellite System (TDRSS) will enable almost continuous communication from Earth to space for future space shuttle missions. The stars on the patch are arranged to suggest this mission's numerical designation, with four stars left of Atlantis and three to the right.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-sts048-s-001/,https://images-assets.nasa.gov/image/STS048-S-001/STS048-S-001~large.jpg?w=1919&h=1919&fit=clip&crop=faces%2Cfocalpoint,STS-48 official crew insignia,"STS048-S-001 (July 1991) --- Designed by the astronaut crew members, the patch represents the space shuttle orbiter Discovery in orbit about Earth after deploying the Upper Atmospheric Research Satellite (UARS) depicted in block letter style. The stars are those in the northern hemisphere as seen in the fall and winter when UARS will begin its study of Earth's atmosphere. The color bands on Earth's horizon, extending up to the UARS spacecraft, depict the study of Earth's atmosphere. The triangular shape represents the relationship among the three atmospheric processes that determine upper atmospheric structure and behavior: chemistry, dynamics and energy. In the words of the crew members, ""This continuous process brings life to our planet and makes our planet unique in the solar system.""    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s44-s-001/,https://images-assets.nasa.gov/image/S44-S-001/S44-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-44 Atlantis, Orbiter Vehicle (OV) 104, crew insignia","STS044-S-001 (July 1991) --- Designed by the participating crew members, the STS-44 patch shows the space shuttle Atlantis shortly after liftoff as it rolls to ascend into orbit. The orbital path illustrated by the red, white and blue of the stylized American flag represents the American contribution and strength derived from this mission. The black background of space, indicative of the mysteries of the universe, is illuminated by six large stars, which depict the American crew of six and the hopes that travel with them. The smaller stars represent the myriad of unheralded Americans who work in support of this mission. Within the shuttle's payload bay is a Defense Support Program (DSP) Satellite which will help insure peace. The stars of the flag symbolize our leadership in an exciting quest of space and the boundless dreams for mankind's future.  In the words of a crew spokesman, ""the stars of the flag symbolize our leadership in an exciting quest of space and the boundless dreams for humanity's future."" The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/134435main-sts-42-patch-100/,https://www.nasa.gov/wp-content/uploads/2023/04/134435main-sts-42-patch-100.jpeg,STS-42 Mission Patch,STS-42 Mission Patch
https://www.nasa.gov/image-detail/amf-sts045-s-001/,https://images-assets.nasa.gov/image/STS045-S-001/STS045-S-001~large.jpg?w=1919&h=1919&fit=clip&crop=faces%2Cfocalpoint,"STS-45 Atlantis, Orbiter Vehicle (OV) 104, crew insignia","STS045-S-001 (October 1991) --- Designed by the crew members, the patch depicts the space shuttle launching from the Kennedy Space Center (KSC) into a high inclination orbit. From this vantage point, the Atmospheric Laboratory for Applications and Science (ATLAS) payload can view Earth, the sun, and their dynamic interactions against the background of space. Earth is prominently displayed and is the focus of the mission's space plasma physics and Earth sciences observations. The colors of the setting sun, measured by sensitive instruments, provide detailed information about ozone, carbon dioxide and other gases which determine Earth's climate and environment. Encircling the scene are the names of the flight crew members: Charles F. Bolden Jr., commander; Brian Duffy, pilot; C. Michael Foale, David C. Leestma, and Kathryn D. Sullivan, all mission specialists; Dirk Frimout and Byron K. Lichtenberg, payload specialists. The additional star in the ring is to recognize Charles R. Chappell and Michael Lampton, alternate payload specialists, and the entire ATLAS-1 team for its dedication and support of this ""Mission to Planet Earth"" (MTPE).    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-sts049-s-001/,https://images-assets.nasa.gov/image/sts049-s-001/sts049-s-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-49 Endeavour, Orbiter Vehicle (OV) 105, crew insignia","STS049-S-001 (March 1991) --- The patch, designed by its crew members, captures spaceflight's spirit of exploration which has its origins in the early seagoing vessels that explored the uncharted reaches of Earth and its oceans. The ship depicted on the patch is HMS Endeavour, the sailing vessel which Captain James Cook commanded on his first scientific expedition to the South Pacific. Just as Captain Cook engaged in unprecedented feats of exploration during his voyage, on the space shuttle Endeavour's maiden flight, its crew will expand the horizons of space operations with an unprecedented rendezvous and series of three spacewalks. During three consecutive days of extravehicular activity (EVA), the crew will conduct one spacewalk to retrieve, repair and deploy the Intelsat IV-F3 communications satellite, and two additional EVA's to evaluate potential Space Station Freedom assembly concepts. The flags flying high on Endeavour's masts wear the colors of the two schools that won the nationwide contest when Endeavour was chosen as the name of NASA's newest space shuttle: Senatobia (Mississippi) Middle School and Tallulah Falls (Georgia) School.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s50-s-001/,https://images-assets.nasa.gov/image/S50-S-001/S50-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-50 Columbia, Orbiter Vehicle (OV) 102, crew insignia","STS050-S-001 (January 1992) --- Designed by the flight crew, the insignia for the United States Microgravity Laboratory (USML-1), captures a space shuttle traveling above Earth while trailing the USML banner. The orbiter is oriented vertically in a typical attitude for microgravity science and in this position represents the numeral 1 in the mission's abbreviated title. This flight represents the first in a series of USML flights on which the primary objective is microgravity science, planned and executed through the combined efforts of the United States of America's government, industry and academia. Visible in the payload bay are the Spacelab module, and the extended duration orbiter ""cryo"" pallet which will be making its first flight. The small g and Greek letter mu on the Spacelab module symbolize the microgravity environment being used for research in the areas of materials science and fluid physics. The large block letter U extends outside the patch perimeter, symbolizing the potential for the experiments on this flight to expand the current boundaries of knowledge in microgravity science. The Stars and Stripes of the USML block letters and the United States landmass in the Earth scene below reflect the crew's pride in the United States origin of all onboard experiments.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s46-s-001/,https://images-assets.nasa.gov/image/S46-S-001/S46-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-46 Atlantis, Orbiter Vehicle (OV) 104, crew insignia","STS046-S-001 (May 1992) --- Designed by the crew members assigned to the flight, the crew patch depicts the space shuttle Atlantis in orbit around Earth, accompanied by major payloads: the European Retrievable Carrier (EURECA) and the Tethered Satellite System (TSS-1). In the depiction, EURECA has been activated and released, its antennae and solar arrays deployed, and it is about to start its ten-month scientific mission. The tethered satellite is linked to the orbiter by a 20-kilometer tether. The purple beam emanating from an electron generator in the payload bay spirals around Earth's magnetic field. The TSS mission will study the dynamics and electrodynamics of tethered systems in space and the physics of Earth's ionosphere. Visible on Earth's surface are the United States of America and the thirteen-member countries of the European Space Agency (ESA), in particular, Italy - partner with the United States in the TSS program. The American and Italian flags, as well as the ESA logo, further serve to illustrate the international character of STS-46.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-sts047-s-001/,https://images-assets.nasa.gov/image/STS047-S-001/STS047-S-001~large.jpg?w=1920&h=1272&fit=clip&crop=faces%2Cfocalpoint,"STS-47 Endeavour, Orbiter Vehicle (OV) 105, crew insignia","STS047-S-001 (June 1992) --- Designed by its crew members, the STS-47 mission emblem depicts the space shuttle orbiter with the Spacelab module in the cargo bay against a backdrop of the flags of the United States and Japan. The flags symbolize the side-by-side cooperation of the two nations in this mission. The land masses of Japan and Alaska are represented on the emblem, emphasizing the multi-national aspect of the flight as well as the high inclination orbit of 57 degrees. The initials ""SLJ"" on the left border of the emblem stand for Spacelab Japan; the name generally used for the mission is Spacelab-J. The Japanese characters on the right border form the word Fuwatto which means ""weightlessness.""    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-sts052-s-001/,https://images-assets.nasa.gov/image/STS052-S-001/STS052-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-52 Columbia, Orbiter Vehicle (OV) 102, crew insignia","STS052-S-001 (July 1992) --- The insignia, designed by the STS-52 crew members, features a large gold star to symbolize the crew's mission on the frontiers of space. A gold star is often used to symbolize the frontier period of the American West. The red star in the shape of the Greek letter lambda represents both the laser measurements to be taken from the Laser Geodynamic Satellite (LAGEOS II) and the Lambda Point Experiment, which is part of the United States Microgravity Payload (USMP-1). The LAGEOS II is a joint ItalianUnited States satellite project intended to further our understanding of global plate tectonics. The USMP-1 is a microgravity facility which has French and United States experiments designed to test the theory of cooperative phase transitions and to study the solidliquid interface of a metallic alloy in the low gravity environment. The Remote Manipulator System (RMS) and maple leaf are emblematic of the Canadian payload specialist who will conduct a series of Canadian flight experiments (CANEX-2), including the Space Vision System test.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which we do not anticipate, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/sts-53-2/,https://www.nasa.gov/wp-content/uploads/2023/09/sts-53.jpeg,sts-53,
https://www.nasa.gov/image-detail/amf-sts054-s-001/,https://images-assets.nasa.gov/image/STS054-S-001/STS054-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-54 Endeavour, Orbiter Vehicle (OV) 105, crew insignia","STS054-S-001 (July 1992) --- Designed by the crew members, the STS-54 crew patch depicts our national symbol, the American bald eagle, soaring above the Earth; and represents the United States Space Shuttle as a national asset in service to America and the world.  The eagle is clutching an eight pointed star in its talons and is placing this larger star among a constellation of four others representing the placement of the fifth Tracking and Data Relay Satellite (TDRS) into orbit among the four already in service.  The blackness of space with stars conspicuously absent represents the mission?s other   primary objective in carrying the Diffuse X-ray Spectrometer into orbit to conduct astronomical observations of x-ray sources within the galaxy and throughout the universe.  The depiction of our planet showing the crew?s home continent of North America is an expression of their and NASA?s intention that the medical and scientific experiments conducted onboard are for the benefit of all mankind.  The clouds and blue of the Earth represent the crew?s part in NASA?s Mission to Planet Earth in conducting Earth observation photography. The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which we do not anticipate, it will be publicly announced. Photo   credit: NASA"
https://www.nasa.gov/image-detail/amf-sts056-s-001/,https://images-assets.nasa.gov/image/STS056-S-001/STS056-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-56 Discovery, Orbiter Vehicle (OV) 103, crew insignia","STS056-S-001 (January 1993) --- The patch is a pictorial representation of the STS-56/ATLAS-2 mission as seen from the crew's viewpoint. The payload bay is depicted with the ATLAS-2 pallet, Shuttle Solar Backscatter Ultra Violet (SSBUV) experiment, and Spartan -- the two primary scientific payloads on the flight. With ATLAS-2 serving as part of the ""Mission to Planet Earth"" (MTPE) project, the crew has depicted the planet prominently in the artwork. Two primary areas of study are the atmosphere and the sun. To highlight this, Earth's atmosphere is depicted as a stylized visible spectrum and the sunrise is represented with an enlarged two-colored corona. Surnames of the commander and pilot are inscribed in the Earth field, with the surnames of the mission specialists appearing in the space background.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which we do not anticipate, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/sts-55-2/,https://www.nasa.gov/wp-content/uploads/2023/09/sts-55.jpeg,STS-55 Crew Insignia,"On STS-55, Bernard A. Harris, a medical doctor, set up first I.V. (intravenous) line in space, injecting Hans Schlegel with saline as part of study to replace body fluids lost during adaptation to weightlessness."
https://www.nasa.gov/image-detail/amf-sts057-s-001/,https://images-assets.nasa.gov/image/STS057-S-001/STS057-S-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,"STS-57 Endeavour, Orbiter Vehicle (OV) 105, crew insignia","STS057-S-001 (February 1993) --- Designed by the crew members, the STS-57 crew patch depicts the space shuttle Endeavour maneuvering to retrieve the European Space Agency's (ESA) microgravity experiment satellite EURECA. SpaceHab - the first commercial space laboratory - is depicted in the cargo bay, and its characteristic shape is represented by the inner red border of the patch.  The three gold plumes surrounded by the five stars trailing EURECA are suggestive of the United States astronaut logo. The five gold stars together with the shape of the orbiter's mechanical arm form the mission's numerical designation. The six stars on the American flag represent the United States astronauts who comprise the crew. With detailed input from the crew members, the final artwork was accomplished by artist Tim Hall.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which we do not anticipate, it will be publicly announced. Photo credit: NASA"
