patch_url,mission_name,description,launch_date
http://www.seasky.org/space-exploration/assets/patches/STS-054.png,STS-54,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","January 13, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-056.png,STS-56,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","April 8, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-055.png,STS-55,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","April 26, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-057.png,STS-57,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","June 21, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-051.png,STS-51,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","September 12, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-058.png,STS-58,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","October 18, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-061.png,STS-61,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","December 2, 1993"
http://www.seasky.org/space-exploration/assets/patches/STS-060.png,STS-60,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","February 3, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-062.png,STS-62,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","March 4, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-059.png,STS-59,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","April 9, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-065.png,STS-65,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","July 8, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-064.png,STS-64,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","September 9, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-068.png,STS-68,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","September 30, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-066.png,STS-66,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","November 3, 1994"
http://www.seasky.org/space-exploration/assets/patches/STS-063.png,STS-63,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","February 3, 1995"
http://www.seasky.org/space-exploration/assets/patches/STS-067.png,STS-67,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","March 2, 1995"
http://www.seasky.org/space-exploration/assets/patches/STS-071.png,STS-71,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","June 27, 1995"
http://www.seasky.org/space-exploration/assets/patches/STS-070.png,STS-70,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","July 13, 1995"
http://www.seasky.org/space-exploration/assets/patches/STS-069.png,STS-69,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","September 7, 1995"
http://www.seasky.org/space-exploration/assets/patches/STS-073.png,STS-74,"From 1992 to 1995 there were a total of 35Space Shuttleflights. The first flight of  1996 was STS-37 on January 11.  STS-49 marked the first flight of shuttle Endeavour, replacing Challenger and bringing the fleet back up to 4 orbiters. STS-49 also featured the first 3-person space walk as the Solar Max satellite was captured using the shuttle's robot arm. Astronauts made repairs and the satellite was released back into orbit. Another repair mission occurred on STS-61 as the Hubble Space Telescope was captured and refitted with a corrective lens to compensate for a defective primary mirror. STS-71 was the first shuttle mission to dock with the Russian space station Mir. Atlantis was the final orbiter to launch in 1995 on November 12.","November 12, 1995"
http://www.seasky.org/space-exploration/assets/patches/STS-072.png,STS-72,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","January 11, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-075.png,STS-75,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","February 22, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-076.png,STS-76,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","March 22, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-077.png,STS-77,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","May 19, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-078.png,STS-78,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","June 20, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-079.png,STS-79,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","September 16, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-080.png,STS-80,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","November 19, 1996"
http://www.seasky.org/space-exploration/assets/patches/STS-081.png,STS-81,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","January 12, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-082.png,STS-82,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","February 11, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-083.png,STS-83,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","April 4, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-084.png,STS-84,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","May 15, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-094.png,STS-94,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","July 1, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-085.png,STS-85,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","August 7, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-086.png,STS-86,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","September 25, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-087.png,STS-87,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","November 19, 1997"
http://www.seasky.org/space-exploration/assets/patches/STS-089.png,STS-89,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","January 22, 1998"
http://www.seasky.org/space-exploration/assets/patches/STS-090.png,STS-90,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","April 17,1998"
http://www.seasky.org/space-exploration/assets/patches/STS-091.png,STS-91,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","June 6, 1998"
http://www.seasky.org/space-exploration/assets/patches/STS-095.png,STS-95,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","October 29, 1998"
http://www.seasky.org/space-exploration/assets/patches/STS-088.png,STS-88,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","December 4, 1998"
http://www.seasky.org/space-exploration/assets/patches/STS-096.png,STS-96,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","May 27, 1999"
http://www.seasky.org/space-exploration/assets/patches/STS-093.png,STS-93,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","July 23, 1999"
http://www.seasky.org/space-exploration/assets/patches/STS-103.png,STS-103,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","December 19, 1999"
http://www.seasky.org/space-exploration/assets/patches/STS-099.png,STS-99,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","February 11, 2000"
http://www.seasky.org/space-exploration/assets/patches/STS-101.png,STS-101,"From 1996 to 2000 there were a total of 28Space Shuttleflights. The first launch of  1996 was STS-72 on January 11. STS-80 set a new record for longest shuttle mission, lasting 17 days, 15 hours. STS-88 made history by delivering to orbit the second module of the Internatinal Space Station, named Unity. It was succesfully joined with the first module, Zarya, which was launched earlier aboard a Russian rocket. STS-95 saw the return to space of an American icon. Astronautt John Glenn became the oldest person to fly into space at age 77. This was Glenn's first trip into space since his historic trip on Mercury mission Froendship 7 in 1962. The final flight of 200 was STS-97 onNovember 30, 2000.","May 19, 2000"
